modelId,createdAt,last_modified,predicted_tag
ikerion/mistral-magyar-portas-lora,2025-06-14 12:36:13,2025-06-15 02:35:48,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Kcet-ml-intern/movie_review_prec,2025-06-20 05:32:04,2025-06-20 05:58:43,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
timarni/full_2_it_hard_2,2025-06-08 22:35:12,2025-06-08 22:37:17,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by regression']"
gokulsrinivasagan/tinybert_base_train_book_ent_15p_s_init_kd_complete_stsb,2025-06-15 22:04:27,2025-06-15 22:05:52,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
aferrante/MNLP_M3_mcqa_modelv4,2025-06-07 09:26:51,2025-06-07 09:27:25,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
denizaybey/Cosmos-Reason1-7B,2025-06-19 15:50:22,2025-06-19 15:50:22,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
Catality/3b-shitboxes,2025-06-19 15:13:05,2025-06-19 15:21:54,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
RizhongLin/MNLP_M3_dpo_model_mcqa_v1.0,2025-06-05 02:07:25,2025-06-05 02:08:14,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Semi-supervised learning settings']"
fpadovani/en_wiki_clm_13_new,2025-06-09 19:08:26,2025-06-09 19:23:11,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
rocky1410/Lean-AI,2025-06-08 16:22:43,2025-06-08 16:42:44,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
Pablo-Oso/gemma-3-1b-it-crypto-analyst,2025-06-11 15:49:03,2025-06-12 10:46:43,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
chongli17/TokAlign-Pythia-1b-Distill-Qwen-2-7b,2025-06-04 01:38:30,2025-06-04 06:40:41,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
kowndinya23/ultrafeedback_binarized-alpaca-llama-3-1b-2-epochs-alpha-1-beta-0-2-epochs,2025-06-07 02:56:03,2025-06-07 03:51:31,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
VIDEO-Katrina-Lim-Viral-Kiffy/NEW.VIDEO.Katrina.Lim.Viral.Kiffy.Viral.New.Original.pINAY.Video.Clip,2025-06-03 11:32:52,2025-06-03 11:33:44,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
alandao/Qwen3-4B-v0.4-deepresearch-no-think-Q4_K_M-GGUF,2025-06-10 11:22:07,2025-06-11 06:39:32,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
QuantFactory/Polaris-4B-Preview-GGUF,2025-06-23 07:02:39,2025-06-23 07:15:16,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
svjack/Citlali_wan_2_1_14_B_text2video_lora,2025-06-12 09:17:57,2025-06-24 12:23:50,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
GD-ML/FLUX-Text,2025-07-02 03:18:19,2025-08-07 07:52:47,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Multi-task learning', 'Lifelong machine learning']"
topeomole/llama_dlm_5,2025-07-07 00:51:21,2025-08-26 09:43:56,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
mradermacher/Nous-1-4B-GGUF,2025-07-23 05:22:55,2025-08-31 17:11:45,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
junyoung-00/Phi-3.5-vision-instruct-ChartCap,2025-07-31 14:39:29,2025-08-07 08:46:56,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Image representations']"
MarcosBarrera/gemma-product-description,2025-07-23 16:52:34,2025-08-12 14:36:49,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Factorization methods', 'Latent Dirichlet allocation']"
misterkissi/whisper-small-vai,2025-07-16 16:26:52,2025-08-15 10:15:42,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
Mungert/granite-3.0-2b-instruct-GGUF,2025-07-09 19:26:07,2025-08-10 03:00:02,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
tevykuch/finbert_ir,2025-07-23 14:30:26,2025-08-18 16:44:26,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
NexVeridian/Qwen3-1.7B-5bit,2025-07-18 22:12:25,2025-08-27 23:47:30,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Structured outputs']"
AlexLJM/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-tame_thorny_finch,2025-07-22 01:06:03,2025-08-12 18:09:44,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
ViswanthSai/SmolLM-3B-Code-Specialist-Combined,2025-07-12 19:42:33,2025-08-14 16:57:17,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Robotic planning']"
FastFlowLM/Qwen3-1.7B-NPU2,2025-07-21 22:31:40,2025-08-14 20:37:48,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning']"
GeneroGral/Mistral-Nemo-12B_BBQ_Stereo6_dropout_batch,2025-07-27 13:09:01,2025-08-12 21:40:39,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
namfuentesganti/Qwen3-0.6B-Gensyn-Swarm-silky_lightfooted_ape,2025-07-02 17:37:28,2025-08-26 16:03:47,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
dpeke/infoafya-8b-v1.0.gguf,2025-07-09 10:26:43,2025-09-01 14:50:48,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
mradermacher/InnoSpark-7B-0715-i1-GGUF,2025-07-22 03:12:59,2025-08-18 13:29:18,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
tiantiaf/voxlect-thai-dialect-mms-lid-256,2025-07-29 17:34:27,2025-08-10 21:28:47,"['Computing methodologies', 'Artificial intelligence', 'Machine learning']"
mradermacher/Sally-14B-GGUF,2025-07-07 22:50:35,2025-08-31 17:33:44,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Robotic planning']"
FrancescoPeriti/LlamaDictionary-it-es-pl-ru-fr_ML38BI,2025-07-08 12:06:53,2025-08-25 09:26:17,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
InfiX-ai/InfiAlign-Qwen-7B-DPO,2025-07-27 11:17:02,2025-08-11 06:16:18,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Causal reasoning and diagnostics']"
misterkissi/w2v2-lg-xls-r-300m-vai,2025-07-14 10:13:57,2025-08-15 10:13:51,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
TheDenk/wan2.2-ti2v-5b-controlnet-depth-v1,2025-07-31 11:19:35,2025-08-09 13:42:48,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Computational control theory']"
moonshotai/Kimi-K2-Instruct,2025-07-11 00:55:12,2025-08-11 13:45:09,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
bluepen5805/true_pencil-XL,2025-07-01 13:13:07,2025-08-14 06:34:04,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
mradermacher/Nous-V1-8B-i1-GGUF,2025-07-19 15:28:39,2025-08-31 17:15:21,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
BasedBase/Qwen3-30B-A3B-Thinking-2507-Deepseek-v3.1-Distill,2025-08-26 08:50:43,2025-08-28 23:37:06,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
arcagi2/qwen3-14b-grid-description-sft-lora-adapter,2025-08-25 22:12:00,2025-08-25 22:12:07,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
hamzafaisal/Qwen3-4B-Thinking-2507-manim-codegen-lora,2025-08-17 10:13:36,2025-08-17 14:08:48,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
bimabk/e4d4be7b-0233-4468-a9f1-3b76f72bf91f,2025-08-23 09:18:47,2025-08-23 09:18:52,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
AmanPriyanshu/gpt-oss-10.2b-specialized-all-pruned-moe-only-14-experts,2025-08-13 02:17:49,2025-08-13 02:18:21,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
benjosaur/q-Taxi-v3,2025-08-17 19:16:37,2025-08-17 19:17:08,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Markov decision processes']"
jaewany/gemma-product-description,2025-08-26 07:20:45,2025-08-26 07:51:37,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
joanna302/Qwen3-8B-Base_ar_alpaca_0.33_part_SFT_0.0002,2025-08-17 17:39:12,2025-08-19 16:07:11,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Muapi/flat-color-minimalist-geometric-caricature-style,2025-08-22 23:34:45,2025-08-22 23:35:01,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Description logics']"
unbeatablemx/paulaamatista,2025-08-13 18:24:57,2025-08-13 19:02:12,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Feature selection']"
Trelis/Qwen3-4B_dsarc-agi-1-train-programs-best-length-filtered-250_20250811-155856-c3614,2025-08-12 02:19:34,2025-08-12 07:31:46,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
li1212/mistral_lora_clm_with_added_tokens,2025-08-31 16:20:40,2025-08-31 16:23:36,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
Ludo33/e5_General_13082025,2025-08-13 07:51:24,2025-08-13 09:14:45,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
Muapi/viriathus-vayu-dreamkeepers-pony-flux-illustrious-noobai,2025-08-21 22:00:33,2025-08-21 22:00:42,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
PavanSakthivel/Taxi-v3,2025-08-20 08:19:18,2025-08-20 08:19:21,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Sequential decision making']"
Adrienfndr/luna-stage1-backbone,2025-08-06 16:20:19,2025-08-06 16:29:19,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
stewy33/gpt-oss-120b-original_augmented_original_pkc_fda_approval-7725b6af,2025-08-29 05:18:37,2025-08-29 05:19:09,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Maximum likelihood modeling']"
mradermacher/openbuddy-deepseekprover-7b-v26-preview-GGUF,2025-08-26 19:06:49,2025-08-26 19:40:47,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Regularization']"
vrushankkk/qwen-2.5-3b-vl-fine-tuned,2025-08-18 07:52:20,2025-08-18 07:56:28,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Visual content-based indexing and retrieval']"
lemonhat/Llama-3.1-8B-Instruct-t1_5k_v8_tag5,2025-08-28 03:19:46,2025-08-28 05:54:49,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
LBST/t08_pick_and_place_policy_005000,2025-08-05 15:17:24,2025-08-05 15:17:31,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Multi-agent reinforcement learning']"
Muapi/pencil-sketch-sketchs-of-pets-and-everything-else-bold-and-large-strokes,2025-08-25 08:02:39,2025-08-25 08:02:49,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Weizhen011210/Qwen2.5-VL-3B-Instruct-Thinking,2025-08-07 02:58:21,2025-08-07 04:49:24,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
AppliedLucent/Qwen3_UnAligned,2025-08-25 18:38:01,2025-08-30 18:15:16,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
j0ori/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-melodic_shrewd_armadillo,2025-08-07 15:29:43,2025-08-07 15:49:15,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
ViFortune-AI/VOvis2.5-1B-Merged,2025-09-01 11:02:24,2025-09-01 15:43:58,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
AiForgeMaster/Qwen3-4B-P3-TC-BasicGRPO-1,2025-09-01 23:29:41,2025-09-01 23:31:55,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
MercuryNex/sd15v2,2025-09-02 04:11:13,2025-09-02 04:11:13,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Latent variable models']"
lemonhat/Qwen2.5-3B-Instruct-t1_25k_v2_tag5_filtered_hermes_new_1,2025-09-01 21:39:31,2025-09-01 21:44:42,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
kunjcr2/GatorGPT2,2025-09-02 02:57:28,2025-09-02 03:59:14,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Muapi/ps1-3d-game-style-flux,2025-09-01 21:24:38,2025-09-01 21:24:57,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
davidbzyk/gemma-3-4b-it-abliterated-Q4_K_M-GGUF,2025-09-02 03:41:41,2025-09-02 03:41:54,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning latent representations', 'Deep belief networks']"
samunder12/llama-3.1-8b-roleplay-v3-lora,2025-09-01 18:47:04,2025-09-01 20:54:31,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
felerminoali/journal_QWEN3,2025-09-02 05:02:38,2025-09-02 05:03:56,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
mradermacher/CREC-n-WREC-Mate-24B-GGUF,2025-09-01 17:45:09,2025-09-01 21:25:50,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
ali009eng/llama-8b-mimic-ed-triage,2025-09-01 21:32:18,2025-09-02 06:03:35,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Motion path planning']"
mradermacher/Q3-Nilcall-8B-v0.2-GGUF,2025-09-01 23:24:54,2025-09-02 03:18:59,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Multi-agent reinforcement learning']"
hnv2520/LNG_Pixtral-12B_500st,2025-09-01 01:41:55,2025-09-01 03:23:50,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object recognition']"
